record_type,name,email,phones,company,roles,asset_classes,strategies,markets,notes,sources
company_phone,,,(403) 541-9024,Mustafa Esufally,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,Myron Manning,,(403) 342-1793,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,N & G Villarey,,(403) 342-7163,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,N Phillpot,,(403) 347-4450,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,N Schultz,,(403) 343-6450,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,N Stevens,,(403) 341-3196,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 247-0029,"Nania, Deborah",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(780) 425-0185,Narinder Parmar,Property owner,,,Calgary; Edmonton,,export (6).xlsx
company_phone,Nathan & Carrie Lemke,,(403) 346-5494,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(888) 840-5886,National Pump and Compressor Ltd,Property owner,,,Calgary; USA,,export (5).xlsx
company_phone,,,(587) 360-1100,Naturopathic Fundamentals Wellness Clinic,Property owner,,,Calgary; Edmonton; Other Canada,,export (5).xlsx
company_phone,Neil Rudyk,,(403) 343-3650,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Neil Sandberg,,(403) 341-6970,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 262-3032,Netherlands Investment Co.,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(587) 747-4792,New Covenant Assembly,Property owner,,,Calgary; Edmonton,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 988-1313,New Millennium Tire Calgary,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 277-8198,New Port Enterprise Ltd,Property owner,,,Calgary,,export (5).xlsx
company_phone,,,(403) 308-9536,New West Truck Centres,Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(403) 935-4675,Newton Charles Henricks,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(403) 293-6408,"Nguyen, Joy",Property owner,,,Calgary,,export (6).xlsx
company_phone,,,(403) 705-1900,Nicholas Lesher,Property owner,,,Calgary,,Call- Aamir Co-Star_ Alberta (After 2014).xlsx
company_phone,Nick Marx,,(403) 341-4867,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 590-5917,Nicol Dairy Farms Ltd.,Property owner,,,Calgary,,Call- Aamir Co-Star_ Alberta (After 2014).xlsx
company_phone,nirmal sangha,,(587) 269-3045,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,Noelle & Dan Melanson,,(403) 342-5406,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Nokeo Meunviset,,(403) 346-9017,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 239-5212,Nooralli Jaffer,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx | export (5).xlsx
company_phone,Noreen Onofryszyn,,(403) 346-4716,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Norm MacDonald,,(403) 346-6493,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Norm Standish,,(403) 342-5496,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Norma A Martin,,(403) 346-3975,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Norman & Pat Wiebe,,(403) 356-9320,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Norman R Link,,(403) 343-0999,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 204-0000,Northeast Wholesale Inc,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx | export (5).xlsx
company_phone,,,(866) 678-4762,Northern RNA Inc.,Property owner,,,Calgary; USA,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 945-1988,Northwest Equipment Ltd.,Property owner,,,Calgary; Other Canada,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(866) 683-6444,Nude Solutions,Property owner,,,Calgary; USA,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(250) 563-8979,NW 148 St,Property owner,,,Calgary; Other Canada,,LINKEDIN- Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 460-5156,NW 172 St,Property owner,,,Calgary,,LINKEDIN- Co-Star_ Alberta (After 2014).xlsx
company_phone,O Tran,,(403) 358-5265,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(587) 779-8887,Oasis Medical Clinic,Property owner,,,Calgary; Edmonton,,export (5).xlsx
company_phone,,,(587) 449-8924,Ocean Car & RV Wash,Property owner,,,Calgary; Edmonton; Other Canada,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 342-6307,"Ogilvie, Brian",Property owner,,,Calgary,,export (6).xlsx
company_phone,,,(403) 690-3400,"Ohio Holdings, Inc.",Property owner,,,Calgary,,export (5).xlsx | export (6).xlsx
company_phone,,,(403) 456-5855,Olaniyan Michael,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 606-7540,Olatubosun Sowunmi,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,Olga Navarro,,(587) 881-0539,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,Olive Rajah,,(403) 342-6840,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 770-6463,"Olshevsky, Maxim",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 248-0840,Om Kapur,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(403) 262-1666,One man and a ladybug,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | export (5).xlsx"
company_phone,Onni E Toivanen,,(403) 346-2489,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(587) 436-5229,Opal Custom Build Homes Inc,Property owner,,,Calgary; Edmonton,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Call- Aamir Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(403) 888-2495,Osprey Hauling,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,P A Wakefield,,(403) 986-4767,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 266-3000,P C Corp,Property owner,,,Calgary,,export (5).xlsx
company_phone,P D Lightbown,,(403) 754-2366,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,P J Lippert,,(403) 347-4048,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,P Lamothe,,(403) 986-2514,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,P Malkin,,(403) 346-0739,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,P Misner,,(403) 342-2463,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,P Munsters,,(403) 346-5233,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,P Nelson,,(403) 358-3284,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,P Nicholson,,(403) 347-0587,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,P Olafson,,(403) 341-6200,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,P Potts,,(587) 273-2949,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,P Richards,,(403) 346-0833,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,P Scott,,(403) 406-6201,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,P Shaw,,(403) 346-9007,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Paige Thompson,,(403) 340-0880,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 381-1013,Palliser Medical Clinic,Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,,,(403) 223-8928,Palliser Sales Ltd,Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Call- Aamir Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(403) 305-7520,Panda Technologies Ltd,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 320-8829,"Panesar, Jagjit",Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Call- Aamir Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(403) 681-1466,Pankaj Bhawnani,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 605-3398,Paramount Properties,Property owner,,,Calgary,,export (5).xlsx
company_phone,Parampreet Singh,,(587) 456-9190,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,,,(587) 620-9627,Parihar P,Property owner,,,Calgary; Edmonton; Vancouver,,export (6).xlsx
company_phone,,,(403) 241-9800,"Park, Jessica",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (6).xlsx"
company_phone,,,(403) 286-1400,Pascal del Guercio,Property owner,,,Calgary,,export (6).xlsx
company_phone,Pasquale Mancuso,,(403) 347-2943,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Pat Stewart,,(403) 347-2828,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 526-2214,Patison Funeral Home,Property owner,,,Calgary; Other Canada,,export (5).xlsx
company_phone,Patricia Seib,,(403) 341-6204,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 226-0520,Patrick Singer,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,Paul & Jackie Wittig,,(403) 346-3525,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,PAUL & SHANNON Pineau,,(403) 356-9540,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Paul Mitchell,,(587) 290-0224,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,Paul Modahl,,(403) 347-5440,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Paul Molgat,,(403) 346-3499,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Paul Reich,,(403) 347-2967,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 272-4740,Paul Sahota,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx"
company_phone,Paul Sullivan,,(403) 343-2009,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Paul Thibault,,(403) 340-1592,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Paul van der Voort,,(403) 346-9510,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Paul Viala,,(403) 347-4192,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 230-2665,Peerless Training Institute Inc.,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx | export (5).xlsx
company_phone,Peggy Mireau,,(403) 314-0261,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 269-3344,Pembina Institute For Appropriate Development,Property owner,,,Calgary,,export (6).xlsx
company_phone,,,(403) 278-8482,Pensak Houghton Dentistry,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,Perry & Julia Nephin,,(403) 346-6213,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Perry Schwartz,,(403) 346-4904,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 548-3961,Perry Wong,Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 678-5486,Peschl Entreprises,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (6).xlsx"
company_phone,,,(403) 932-8862,Pet Life,Property owner,,,Calgary; Other Canada,,export (6).xlsx
company_phone,Peter Reekie,,(403) 341-5278,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Peter Weddell,,(403) 340-1467,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Peter Wurster,,(587) 461-6767,,Property owner,,,Calgary; Edmonton; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 277-2747,Peters' Drive-In,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx | export (5).xlsx
company_phone,,,(403) 243-0427,"Peters, Leigh",Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 637-3816,Petro Cremona,Property owner,,,Calgary; Other Canada,,export (6).xlsx
company_phone,,,(403) 327-7225,"Phan, Binh",Property owner,,,Calgary; Other Canada,,export (6).xlsx
company_phone,Philip E Rowe,,(403) 343-2784,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Philip Lester,,(403) 346-0932,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Philip M Sergeant,,(403) 346-2256,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Phillip Macdonald,,(403) 346-4933,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,Phiroum Rin,,(403) 346-7115,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(403) 286-0981,"Pike, Anthony/ Constance",Property owner,,,Calgary,,export (6).xlsx
company_phone,,,(403) 627-3646,Pincher Creek Farm Centre,Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (4).xlsx | export (6).xlsx"
company_phone,,,(403) 568-8874,Pinder Sandhu,Property owner,,,Calgary,,export (5).xlsx
company_phone,,,(855) 453-1944,Pinnacle Aquatic Group Inc,Property owner,,,Calgary; USA,,Co-Star_ Alberta (After 2014).xlsx
company_phone,Pino Mancuso,,(403) 340-3178,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,,,(587) 488-9392,Pizza Express,Property owner,,,Calgary; Edmonton,,Co-Star_ Alberta (After 2014).xlsx | export (5).xlsx
company_phone,,,(403) 243-4747,PJ White Hardwoods,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 252-8833,PJS Holdings Ltd,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx | export (5).xlsx
company_phone,,,(403) 227-4701,Poplar Grove Veterinary Services Ltd.,Property owner,,,Calgary; Other Canada,,export (5).xlsx
company_phone,,,(403) 252-5222,Portfolio Strategies,Property owner,,,Calgary,,Co-Star_ Ontario (After 2014).xlsx
company_phone,,,(403) 948-2252,Poultry Health Service Ltd,Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,,,(403) 705-1900,Pratik Pahuja,Property owner,,,Calgary,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(604) 656-3100,Premium Holding Group Inc.,Property owner,,,Calgary; Vancouver,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Call- Aamir Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(403) 264-2515,Primevest Capital Corp,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 512-7869,Pro-Formance Intermodal,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 266-5000,Progress Way,Property owner,,,Calgary,,LINKEDIN- Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 389-8311,Provable Cleaning Services Ltd,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 870-5341,"Puetz, Karen",Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(403) 870-5341,"Putez, Craig",Property owner,,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Call- Aamir Co-Star_ Alberta (After 2014).xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx | export (12).xlsx"
company_phone,,,(403) 543-3939,Quadra Logistics Group Ltd,Property owner,,,Calgary,,export (6).xlsx
company_phone,,,(587) 520-3912,Queen 16 Hair & Fashion,Property owner,,,Calgary; Edmonton,,export (5).xlsx
company_phone,,,(403) 735-1037,Quick Stop Auto Repair,Property owner,,,Calgary,,Co-Star_ Alberta (After 2014).xlsx
company_phone,,,(403) 885-8900,Quinn Contracting Ltd,Property owner,Single-family,,Calgary; Other Canada,,"BC, Co-Star, Buyers, All, After 2014.xlsx | Co-Star_ Alberta (After 2014).xlsx | LINKEDIN- Co-Star_ Alberta (After 2014).xlsx"
company_phone,R & C Leger,,(403) 309-0727,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,R & D McDonell,,(403) 347-6567,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
company_phone,R & D McGinnis,,(403) 340-2722,,Property owner,,,Calgary; Other Canada,,5K Canada list 0.csv
